商品,订单号,订单状态,商品数量(件),是否审核中,支付时间,承诺发货时间,承诺送达时间,发货时间,确认收货时间,商品id,商品规格,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商家编码-规格维度,商家编码-商品维度,商家备注,买家留言,售后状态,消费者资料,订单成交时间,消费者资料上传时间,赠品名称,赠品id,赠品规格,赠品数量,团ID,团身份,是否已开始配送,配送员是否已送达,配送状态,同城是否普通快递,集运类型,赠品订单号,商品总价(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),用户实付金额(元),商家实收金额(元),快递单号,快递公司,省,市,区,街道/镇,配送员手机号,是否抽奖或0元试用,是否顺丰加价,用户购买手机号,旅行类信息,充值号码,是否门店自提,门店名称,门店自定义编码,关联货品编码,货品名称,货品类型,子货品,仓库名称,仓库所在地址,海淘清关订单号,支付ID,支付方式,保税仓,是否直播间成交,是否直播间引导成交,预约配送时间,是否节能补贴,是否分期,分期期数,手续费承担方,是否无痕发货,订单来源,是否社区团购,小区送达情况,分期方式,是否已上传证件照片,是否支持上传识别码,识别码上传状态
红豆少女发育期内衣初高中学生运动防震背心青少年青春期无痕文胸,260525-159278732851570,已发货，待收货,1	,正常,2026-05-25 14:10:40,2026-05-27 14:10:40,,2026-05-25 14:53:26,	,953110765144	,"【白色+隐形肤+香槟肤】3件A类亲肤-二三阶段少女发育期,3XL【125-145斤】接近肤色",1899795087665	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,YXT-A30-白色隐形肤香槟肤-6,源鑫泰-A30,	,	,无售后或售后取消,,2026-05-25 14:10:40,	,,,,,,,否,否,	,否,	,,86.19	,0.0	,0.0	,13.79	,0.0	,0.0	,0.0	,0.0	,72.4	,86.19	,465371877732995	,韵达快递,安徽省,滁州市,来安县,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260525-054704227921314,待发货,1	,正常,2026-05-25 13:37:46,2026-05-27 13:37:46,,	,	,940487416905	,"1件C组【少女发育期-丝滑奶皮吸湿透气】,L【85-100斤】背工字部设计稳支撑",1887286416122	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-蓝格-03,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-25 13:37:46,	,,,,,,,否,否,	,否,	,,37.8	,0.0	,4.8	,15.0	,0.0	,0.0	,0.0	,0.0	,18.0	,33.0	,	,	,安徽省,合肥市,庐阳区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260525-473956370023526,待发货,1	,正常,2026-05-25 13:20:26,2026-05-27 13:20:26,,	,	,940487416905	,"1件H组【少女发育期-丝滑奶皮吸湿透气】,M【60-85斤】0.4cm半固定杯垫",1887287959919	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-紫蝴蝶结-02,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-25 13:20:26,	,,,,,,,否,否,	,否,	,,37.8	,0.0	,4.8	,15.0	,0.0	,0.0	,0.0	,0.0	,18.0	,33.0	,	,	,黑龙江省,双鸭山市,友谊县,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆初高中少女文胸青春发育期学生运动内衣二三阶段女童无痕背心,260525-144913211002745,待发货,1	,正常,2026-05-25 12:41:42,2026-05-27 12:41:42,,	,	,941062497743	,"【2件】奶白色+粉底液肤（无痕冰丝-软糯小奶皮）,XL【100-120斤】果冻胶底围",1896550197363	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y005-奶白粉底液肤-04,HZ253Y005,	,	,无售后或售后取消,,2026-05-25 12:41:42,	,,,,,,,否,否,	,否,	,,60.4	,0.0	,1.0	,0.5	,0.0	,0.0	,0.0	,0.0	,58.9	,59.4	,	,	,黑龙江省,绥化市,兰西县,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸发育期初高中学生运动防震内衣冰丝无痕软支撑背心,260525-506598603092672,待发货,1	,正常,2026-05-25 11:34:24,2026-05-27 11:34:24,,	,	,943394538149	,"2件F组【A类婴幼儿-少女发育期人体工学款】,L【75-95斤】10000+透气孔",1890000646691	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,ZH1534-香槟白浅蓝色-03,ZH1534,	,	,无售后或售后取消,,2026-05-25 11:34:24,	,,,,,,,否,否,	,否,	,,59.3	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,59.3	,59.3	,	,	,山东省,青岛市,城阳区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260525-400524644723531,待发货,1	,正常,2026-05-25 10:54:12,2026-05-27 10:54:12,,	,	,940487416905	,"1件B组【少女发育期-丝滑奶皮吸湿透气】,L【85-100斤】背工字部设计稳支撑",1887286416118	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-粉底液肤-03,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-25 10:54:12,	,,,,,,,否,否,	,否,	,,37.8	,0.0	,4.8	,15.0	,0.0	,0.0	,0.0	,0.0	,18.0	,33.0	,	,	,江苏省,无锡市,锡山区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女发育期内衣初高中学生运动防震背心青少年青春期无痕文胸,260525-311857047923495,已发货，待收货,1	,正常,2026-05-25 08:56:16,2026-05-27 08:56:17,,2026-05-25 14:53:27,	,953110765144	,"【粉色+隐形肤+香槟肤】3件A类亲肤-二三阶段少女发育期,2XL【110-125斤】轻易透气",1899795087669	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,YXT-A30-粉色隐形肤香槟肤-5,源鑫泰-A30,	,	,无售后或售后取消,,2026-05-25 08:56:17,	,,,,,,,否,否,	,否,	,,86.19	,0.0	,0.0	,28.96	,0.0	,0.0	,0.0	,0.0	,57.23	,86.19	,465371876734756	,韵达快递,江苏省,苏州市,工业园区,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆初高中少女文胸青春发育期学生运动内衣二三阶段女童无痕背心,260525-670721687942894,待发货,1	,正常,2026-05-25 01:42:16,2026-05-27 01:42:16,,	,	,941062497743	,"【2件】粉色+浅蓝色（无痕冰丝-软糯小奶皮）,2XL【120-135斤】无痕软支撑",1896549306414	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y005-浅蓝色粉色-05,HZ253Y005,	,	,无售后或售后取消,,2026-05-25 01:42:16,	,,,,,,,否,否,	,否,	,,60.4	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,60.4	,60.4	,	,	,广东省,湛江市,廉江市,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女粉底液隐形内衣女学生初高中青春发育期背心运动防震文胸,260524-293208092192496,待发货,1	,正常,2026-05-24 23:21:16,2026-05-26 23:21:16,,	,	,944963830288	,"2条I组【舒适-自在-透气-零束缚】,XL【105-125斤】贴合胸型-不凸点",1891118074811	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,ZHW5109-肤色粉底液肤-04,志合-ZHW5109,	,	,无售后或售后取消,,2026-05-24 23:21:16,	,,,,,,,否,否,	,否,	,,62.5	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,62.5	,62.5	,	,	,北京市,北京市,朝阳区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女发育期内衣初高中学生运动防震背心青少年青春期无痕文胸,260524-448900656683296,已发货，待收货,1	,正常,2026-05-24 23:06:42,2026-05-26 23:06:42,,2026-05-25 14:53:26,	,953110765144	,"【白色+白色+香槟肤】3件A类亲肤-二三阶段少女发育期,L【85-95斤】超高弹力",1899795087672	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,YXT-A30-白色白色香槟肤-3,源鑫泰-A30,	,	,无售后或售后取消,,2026-05-24 23:06:42,	,,,,,,,否,否,	,否,	,,86.19	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,86.19	,86.19	,465371877733770	,韵达快递,湖北省,省直辖县级行政区划,仙桃市,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女发育期内衣初高中学生运动防震背心青少年青春期无痕文胸,260524-658112540181652,待付款,1	,正常,	,	,,	,	,953110765144	,"【白色+白色】2件A类亲肤-二三阶段少女发育期,2XL【110-125斤】轻易透气",1899795087729	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,YXT-A30-白色白色-5,源鑫泰-A30,	,	,无售后或售后取消,,	,	,,,,,,,否,否,	,否,	,,59.59	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,59.59	,59.59	,	,	,****,****,****,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,	,,	,否,	,否,,,否,否,未上传
红豆少女文胸学生运动内衣女儿童青春发育期初高中生无痕冰丝背心,260524-343461149063064,待发货,1	,正常,2026-05-24 22:07:22,2026-05-26 22:07:22,,	,	,945035807266	,"2件B组【冰丝无痕提拉背心款】,3XL【135-150斤】加宽肩带",1891182976721	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,ZH920-牙白色粉底液肤-06,志合-ZH920,	,	,无售后或售后取消,,2026-05-24 22:07:22,	,,,,,,,否,否,	,否,	,,62.5	,0.0	,0.0	,16.25	,0.0	,0.0	,0.0	,0.0	,46.25	,62.5	,	,	,湖南省,长沙市,岳麓区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女粉底液隐形内衣女学生初高中青春发育期背心运动防震文胸,260524-438226184480501,待发货,1	,正常,2026-05-24 21:54:49,2026-05-26 21:54:50,,	,	,944963830288	,"2条B组【舒适-自在-透气-零束缚】,L【80-105斤】加宽底围-稳固支撑",1891118074775	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,ZHW5109-白色肤色-03,志合-ZHW5109,	,	,无售后或售后取消,,2026-05-24 21:54:50,	,,,,,,,否,否,	,否,	,,62.5	,0.0	,1.0	,0.5	,0.0	,0.0	,0.0	,0.0	,61.0	,61.5	,	,	,浙江省,金华市,婺城区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-676992151091792,待发货,2	,正常,2026-05-24 20:49:03,2026-05-26 20:49:03,,	,	,940487416905	,"1件B组【少女发育期-丝滑奶皮吸湿透气】,XL【100-120斤】桑蚕丝内里玻尿酸润肤",1887286416119	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-粉底液肤-04,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-24 20:49:03,	,,,,,,,否,否,	,否,	,,75.6	,0.0	,7.6	,0.0	,0.0	,0.0	,0.0	,0.0	,68.0	,68.0	,	,	,江苏省,苏州市,昆山市,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆二三阶段发育期少女内衣减震提拉定型初高中学生无痕冰丝文胸,260524-663019897163932,待发货,1	,正常,2026-05-24 20:41:06,2026-05-26 20:41:06,,	,	,943740862305	,"香槟白+奶黄色【无痕稳支撑-预留发育空间】,L【75-95斤】拒绝尴尬-防凸点",1890024626728	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,ZH1535-香槟白奶黄色-03,ZH1535,	,	,无售后或售后取消,,2026-05-24 20:41:06,	,,,,,,,否,否,	,否,	,,59.8	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,59.8	,59.8	,	,	,江苏省,无锡市,新吴区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女发育期内衣初高中学生运动防震背心青少年青春期无痕文胸,260524-392927680080217,已发货，待收货,1	,正常,2026-05-24 20:18:34,2026-05-26 20:18:34,,2026-05-25 14:53:27,	,953110765144	,"【白色+隐形肤+香槟肤】3件A类亲肤-二三阶段少女发育期,L【85-95斤】超高弹力",1899795087662	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,YXT-A30-白色隐形肤香槟肤-3,源鑫泰-A30,	,	,无售后或售后取消,,2026-05-24 20:18:34,	,,,,,,,否,否,	,否,	,,86.19	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,86.19	,86.19	,465371876730263	,韵达快递,广东省,深圳市,南山区,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-646274096743526,未发货，退款成功,1	,正常,2026-05-24 18:53:56,2026-05-26 18:53:56,,	,	,940487416905	,"1件H组【少女发育期-丝滑奶皮吸湿透气】,M【60-85斤】0.4cm半固定杯垫",1887287959919	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-紫蝴蝶结-02,志合-HZ253Y020,	,	,退款成功,,2026-05-24 18:53:56,	,,,,,,,否,否,	,否,	,,37.8	,0.0	,4.8	,15.0	,0.0	,0.0	,0.0	,0.0	,18.0	,33.0	,	,	,****,****,****,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆初高中少女文胸青春发育期学生运动内衣二三阶段女童无痕背心,260524-176732301740042,待发货,1	,正常,2026-05-24 18:10:07,2026-05-26 18:10:07,,	,	,941062497743	,"【1件】浅蓝色（无痕冰丝-软糯小奶皮）,L【85-100斤】焕新标-健康呵护看得见",1896550197370	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y005-浅蓝色-03,HZ253Y005,	,	,无售后或售后取消,,2026-05-24 18:10:07,	,,,,,,,否,否,	,否,	,,31.4	,0.0	,0.0	,1.57	,0.0	,0.0	,0.0	,0.0	,29.83	,31.4	,	,	,广西壮族自治区,防城港市,港口区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-246567453101498,待发货,1	,正常,2026-05-24 17:58:30,2026-05-26 17:58:31,,	,	,940487416905	,"1件C组【少女发育期-丝滑奶皮吸湿透气】,M【60-85斤】0.4cm半固定杯垫",1887286416121	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-蓝格-02,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-24 17:58:31,	,,,,,,,否,否,	,否,	,,37.8	,0.0	,4.8	,15.0	,0.0	,0.0	,0.0	,0.0	,18.0	,33.0	,	,	,河南省,信阳市,平桥区,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-245020823943833,待发货,1	,正常,2026-05-24 17:52:37,2026-05-26 17:52:38,,	,	,940487416905	,"1件A组【少女发育期-丝滑奶皮吸湿透气】,L【85-100斤】背工字部设计稳支撑",1887286416114	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-藏蓝色-03,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-24 17:52:38,	,,,,,,,否,否,	,否,	,,37.8	,0.0	,4.8	,15.0	,0.0	,0.0	,0.0	,0.0	,18.0	,33.0	,	,	,安徽省,合肥市,庐江县,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-230020892271882,已取消,1	,正常,	,	,,	,	,940487416905	,"2件A组【少女发育期-丝滑奶皮吸湿透气】,XL【100-120斤】桑蚕丝内里玻尿酸润肤",1887285249810	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-蓝蝴蝶结藏蓝色-04,志合-HZ253Y020,	,	,无售后或售后取消,,	,	,,,,,,,否,否,	,否,	,,61.3	,0.0	,6.2	,24.79	,0.0	,0.0	,0.0	,0.0	,30.31	,55.1	,	,	,****,****,****,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,	,,	,否,	,否,,,否,否,未上传
红豆初高中少女文胸青春发育期学生运动内衣二三阶段女童无痕背心,260524-394731241902201,未发货，退款成功,1	,正常,2026-05-24 17:26:31,2026-05-26 17:26:31,,	,	,941062497743	,"【1件】粉色（无痕冰丝-软糯小奶皮）,L【85-100斤】焕新标-健康呵护看得见",1896550197378	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y005-粉色-03,HZ253Y005,	,	,退款成功,,2026-05-24 17:26:31,	,,,,,,,否,否,	,否,	,,31.4	,0.0	,0.0	,1.57	,0.0	,0.0	,0.0	,0.0	,29.83	,31.4	,	,	,****,****,****,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆初高中学生背心中大童青春发育期二三阶段少女无痕冰丝文胸罩,260524-320025444793447,待发货,1	,正常,2026-05-24 16:07:07,2026-05-26 16:07:07,,	,	,941083454408	,"【无痕小奶皮-专为少女发育期运动-1件D组】,L【85-100斤】运动防震-稳稳承托",1887765107350	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y006-粉底液肤-03,HZ253Y006,	,	,无售后或售后取消,,2026-05-24 16:07:07,	,,,,,,,否,否,	,否,	,,33.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,0.0	,33.0	,33.0	,	,	,河南省,开封市,尉氏县,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-095892324640125,待发货,1	,正常,2026-05-24 14:41:40,2026-05-26 14:41:40,,	,	,940487416905	,"1件C组【少女发育期-丝滑奶皮吸湿透气】,XL【100-120斤】桑蚕丝内里玻尿酸润肤",1887286416123	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-蓝格-04,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-24 14:41:40,	,,,,,,,否,否,	,否,	,,37.8	,0.0	,4.8	,15.0	,0.0	,0.0	,0.0	,0.0	,18.0	,33.0	,	,	,河北省,邢台市,宁晋县,,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆青少年发育期内裤男童夏薄款无痕冰丝短裤小初高中学生平角裤,260524-167751196260902,已发货，待收货,1	,正常,2026-05-24 14:33:08,2026-05-25 14:33:09,,2026-05-24 15:41:00,	,944456307435	,"3件A组【专注青少年发育期-无痕冰丝凉感】,150【58-68斤】10A级桑蚕丝抗菌裆",1890650153978	,童装/婴儿装/亲子装,儿童内衣裤,内裤,	,HD26T00059818,丰华-HD26T0005,	,	,无售后或售后取消,,2026-05-24 14:33:09,	,,,,,,,否,否,	,否,	,,48.7	,0.0	,1.0	,0.5	,0.0	,0.0	,0.0	,0.0	,47.2	,47.7	,777412363658732	,申通快递,江西省,九江市,修水县,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-350864053862300,已发货，待收货,1	,正常,2026-05-24 14:32:23,2026-05-26 14:32:23,,2026-05-24 20:34:55,	,940487416905	,"2件E组【少女发育期-丝滑奶皮吸湿透气】,XL【100-120斤】桑蚕丝内里玻尿酸润肤",1887285249826	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-粉底液肤蓝格-04,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-24 14:32:23,	,,,,,,,否,否,	,否,	,,61.3	,0.0	,7.2	,15.0	,0.0	,0.0	,0.0	,0.0	,39.1	,54.1	,79107882395023	,中通快递,河北省,石家庄市,新华区,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆女童冰丝安全裤儿童内裤三合一防走光夏薄款宝宝打底平角短裤,260524-354628462934067,已发货，待收货,1	,正常,2026-05-24 13:52:06,2026-05-24 23:59:59,	,2026-05-24 14:55:48,	,944559239031	,"白色+粉色+灰色【给肌肤降个温-冰感清爽】,140【50-60斤】凉感冰丝",1890729823172	,童装/婴儿装/亲子装,儿童内衣裤,内裤,	,YXT-HD25T0001-白色粉色灰色-140,源鑫泰-HD25T0001,	,	,无售后或售后取消,,2026-05-24 13:52:06,	,,,,,,,否,否,	,否,	,,39.9	,0.0	,1.0	,0.5	,0.0	,0.0	,0.0	,0.0	,38.4	,38.9	,465365232572060	,韵达快递,贵州省,贵阳市,花溪区,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆初高中学生背心中大童青春发育期二三阶段少女无痕冰丝文胸罩,260524-642064094862793,已发货，待收货,1	,正常,2026-05-24 13:34:40,2026-05-26 13:34:40,,2026-05-24 20:34:55,	,941083454408	,"【无痕小奶皮-专为少女发育期运动-2件F组】,L【85-100斤】运动防震-稳稳承托",1887766470146	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y006-浅蓝色粉底液肤-03,HZ253Y006,	,	,无售后或售后取消,,2026-05-24 13:34:40,	,,,,,,,否,否,	,否,	,,60.6	,0.0	,0.0	,12.12	,0.0	,0.0	,0.0	,0.0	,48.48	,60.6	,79107882394971	,中通快递,云南省,曲靖市,会泽县,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-109272122953949,已发货，待收货,1	,正常,2026-05-24 13:16:42,2026-05-26 13:16:42,,2026-05-24 22:37:42,	,940487416905	,"2件K组【少女发育期-丝滑奶皮吸湿透气】,XL【100-120斤】桑蚕丝内里玻尿酸润肤",1887285249850	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-粉底液肤紫蝴蝶结-04,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-24 13:16:42,	,,,,,,,否,否,	,否,	,,61.3	,0.0	,7.2	,15.0	,0.0	,0.0	,0.0	,0.0	,39.1	,54.1	,79107882371203	,中通快递,广东省,江门市,新会区,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆初高中少女文胸青春发育期学生运动内衣二三阶段女童无痕背心,260524-123511784991475,已发货，待收货,1	,正常,2026-05-24 12:42:43,2026-05-26 12:42:43,,2026-05-24 20:34:55,	,941062497743	,"【1件】奶白色（无痕冰丝-软糯小奶皮）,M【60-85斤】0.5cm3D立体罩杯",1896550197373	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y005-奶白-02,HZ253Y005,	,	,无售后或售后取消,,2026-05-24 12:42:43,	,,,,,,,否,否,	,否,	,,31.4	,0.0	,0.0	,5.65	,0.0	,0.0	,0.0	,0.0	,25.75	,31.4	,79107882371165	,中通快递,广东省,汕头市,澄海区,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆少女文胸罩无痕提拉防震初高中学生青春发育期运动蚕丝内衣,260524-088353052241610,已发货，待收货,1	,正常,2026-05-24 12:38:05,2026-05-26 12:38:05,,2026-05-24 20:34:55,	,940487416905	,"1件B组【少女发育期-丝滑奶皮吸湿透气】,XL【100-120斤】桑蚕丝内里玻尿酸润肤",1887286416119	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y020-粉底液肤-04,志合-HZ253Y020,	,	,无售后或售后取消,,2026-05-24 12:38:05,	,,,,,,,否,否,	,否,	,,37.8	,0.0	,4.8	,15.0	,0.0	,0.0	,0.0	,0.0	,18.0	,33.0	,79107882287637	,中通快递,山西省,晋中市,太谷区,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
红豆初高中少女文胸青春发育期学生运动内衣二三阶段女童无痕背心,260524-312370808432667,已发货，待收货,1	,正常,2026-05-24 12:28:21,2026-05-26 12:28:21,,2026-05-24 20:34:55,	,941062497743	,"【2件】奶白色+浅蓝色（无痕冰丝-软糯小奶皮）,M【60-85斤】0.5cm3D立体罩杯",1896547858461	,童装/婴儿装/亲子装,抹胸/文胸/发育内衣,抹胸/文胸/发育内衣,	,HXB-HZ253Y005-奶白浅蓝色-02,HZ253Y005,	,	,无售后或售后取消,,2026-05-24 12:28:21,	,,,,,,,否,否,	,否,	,,60.4	,0.0	,0.0	,3.02	,0.0	,0.0	,0.0	,0.0	,57.38	,60.4	,79107882287611	,中通快递,湖北省,咸宁市,通城县,****,,否,否,	,	,	,否,	,	,	,	,	,	,	,	,	,	,	,	,否,否,	,否,否,,	,否,	,否,,,否,否,未上传
